name,address,postal_code,lat,lon,service_category,type
CLSC OLIVIER-GUIMOND,"5810, rue Sherbrooke Est",H1N1B2,45.57500076293945,-73.54750061035156,community_service_211,CLSC; Hospital
CLSC DE RIVIÈRE-DES-PRAIRIES,"8655, boulevard Perras",H1E4M7,45.644798278808594,-73.58599853515625,community_service_211,CLSC; Hospital
CLSC DE L'EST-DE-MONTRÉAL,"13926, rue Notre-Dame Est",H1A1T5,45.66640090942383,-73.49359893798828,community_service_211,CLSC; Hospital
CENTRE DE SERVICES AMBULATOIRES EN SANTÉ MENTALE PAPINEAU,"10345, avenue Papineau, 3e étage",H2B2A3,45.56850051879883,-73.65360260009766,community_service_211,Hospital; Psychiatric
CLSC DE MERCIER-EST,"9503, rue Sherbrooke Est",H1L6P2,45.611698150634766,-73.52660369873047,community_service_211,CLSC; Hospital
CLSC DU PLATEAU-MONT-ROYAL,"4625, avenue de Lorimier",H2H2B4,45.53620147705078,-73.5739974975586,community_service_211,CLSC
CLSC SAINT-URBAIN,"55, avenue du Mont-Royal Ouest",H2T2S5,45.519500732421875,-73.5873031616211,community_service_211,CLSC
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION HARMONY,"7495, rue Chabot",H2E2L2,45.55139923095703,-73.61070251464844,community_service_211,Youth rehab
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,"2455, avenue Lionel-Groulx",H3J1J6,45.48469924926758,-73.57669830322266,community_service_211,Addiction
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PARC-EXTENSION,"7085, rue Hutchison",H3N1Y9,45.529598236083984,-73.62100219726562,community_service_211,CLSC; Hospital
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-LOUIS-DU-PARC,"15, avenue du Mont-Royal Ouest",H2T2R9,45.52000045776367,-73.58689880371094,community_service_211,CLSC; Hospital; Disability/Autism
PROGRAMME DE RECHERCHE CLINIQUE CHUM-IRCM,120 avenue des Pins Ouest,H2W2T2,45.51340103149414,-73.57620239257812,community_service_211,Hospital
HÔPITAL ET CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE IRGLM-CHARLES W. LINDSAY,"6363, chemin Hudson",H3S1M9,45.50709915161133,-73.62950134277344,community_service_211,Hospital
HÔPITAL ET CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE IRGLM-GUSTAVE-GINGRAS,"6300, avenue Darlington",H3S2J4,45.50809860229492,-73.62879943847656,community_service_211,Hospital
CLSC DE SAINT-MICHEL,"3355, rue Jarry Est",H1Z2E5,45.56560134887695,-73.6082992553711,community_service_211,CLSC; Hospital
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU CENTRE-DE-MONTRÉAL,"5800, rue Saint-Denis",H2S3L5,45.53020095825195,-73.59819793701172,community_service_211,Youth protection; Youth rehab
CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FULLUM,"2025, rue Fullum",H2K3N5,45.53089904785156,-73.55549621582031,community_service_211,Youth rehab
CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LAJEUNESSE,"10794, rue Lajeunesse",H3L2E8,45.55540084838867,-73.67009735107422,community_service_211,Youth rehab
CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE SAINT-LAURENT,"750, boulevard Marcel-Laurin",H4M2M4,45.506500244140625,-73.68299865722656,community_service_211,Youth protection
FOYER DE GROUPE ROXBORO,"105, 4e Avenue Sud",H8Y2L6,45.50709915161133,-73.79769897460938,community_service_211,Youth rehab
CLSC DE ROSEMONT,"2909, rue Rachel Est",H1W0A9,45.54249954223633,-73.56210327148438,community_service_211,CLSC; Hospital
HÔPITAL GÉNÉRAL JUIF,"4335, chemin de la Côte-Sainte-Catherine",H3T1E4,45.49580001831055,-73.63059997558594,community_service_211,Hospital
CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,"5757, avenue Decelles",H3S2C3,45.5010986328125,-73.6260986328125,community_service_211,Hospital
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME SAINT-PATRICK,"2475, rue Saint-Patrick",H3K1B3,45.48149871826172,-73.56999969482422,community_service_211,Disability/Autism
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME JEANNE-D'ARC,"2103, avenue Jeanne-d'Arc",H1W3V6,45.55039978027344,-73.5438003540039,community_service_211,Disability/Autism
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME BEAUBIEN,"7067, rue Beaubien Est, 1er étage",H1M2Y2,45.59360122680664,-73.55799865722656,community_service_211,Disability/Autism
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME HOCHELAGA-MAISONNEUVE,"2101, avenue Jeanne-d'Arc",H1W3V6,45.55039978027344,-73.5438003540039,community_service_211,Disability/Autism
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DÉSY,"6014, rue Charny",H1G2K6,45.610198974609375,-73.61930084228516,community_service_211,Youth rehab
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION MONTPETIT,"11042, avenue Wilfrid-Saint-Louis",H1H5K7,45.58340072631836,-73.6532974243164,community_service_211,Youth rehab
HÔPITAL CATHERINE-BOOTH,"4375, avenue Montclair",H4B2J5,45.46390151977539,-73.6355972290039,community_service_211,Hospital
CENTRE DE RÉADAPTATION EN DÉPENDANCE DU NOUVEAU DÉPART,"1110, avenue Beaumont",H3P3E5,45.52230072021485,-73.62239837646484,community_service_211,Addiction
CENTRE D'ACTIVITÉS DE JOUR ALTERNATIVE,"16661, boulevard Hymus",H9H4R9,45.45050048828125,-73.84369659423828,community_service_211,Disability/Autism
CENTRE D'ACTIVITÉS DE JOUR CARTIER,"147, avenue Cartier",H9S4R9,45.43769836425781,-73.82640075683594,community_service_211,Disability/Autism
CLSC DE BENNY FARM,"6484, avenue de Monkland",H4B1H3,45.46549987792969,-73.63140106201172,community_service_211,CLSC
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX RIVIÈRE-DES-PRAIRIES,"7070, boulevard Perras",H1E1A4,45.62310028076172,-73.61139678955078,community_service_211,Hospital; Psychiatric
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION D'AHUNTSIC,"9999, avenue Larose",H2B2Y7,45.576698303222656,-73.64119720458984,community_service_211,Youth rehab
HÔPITAL DOUGLAS,"6875, boulevard Lasalle",H4H1R3,45.442100524902344,-73.58439636230469,community_service_211,Psychiatric
CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES CRAWFORD,"7105, boulevard Lasalle",H4H1R2,45.43939971923828,-73.5813980102539,community_service_211,Psychiatric
CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES WELLINGTON,"4932, rue Wellington",H4G1X6,45.456298828125,-73.56729888916016,community_service_211,Psychiatric
PAVILLON FERNAND-SÉGUIN,"7331, rue Hochelaga",H1N3V2,45.58620071411133,-73.52729797363281,community_service_211,Psychiatric
INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,"7401, rue Hochelaga",H1N3M5,45.588600158691406,-73.52899932861328,community_service_211,Psychiatric
HÔPITAL GLEN,"1001, boulevard Décarie",H4A3J1,45.4734001159668,-73.60089874267578,community_service_211,Hospital
CENTRE D'ACCEUIL LE PROGRAMME DE PORTAGE,"7, avenue Frontenac",H9R4Z7,45.46900177001953,-73.82839965820312,community_service_211,Addiction
CENTRE DE SERVICES AMBULATOIRES DE MAISONNEUVE,"5252, boulevard de Maisonneuve",H4A3S9,45.4734001159668,-73.60459899902344,community_service_211,Hospital
CENTRE DE SERVICES AMBULATOIRES DE DIALYSE DE LA RUE DE GASPÉ,"5455, avenue de Gaspé",H2T3B3,45.52750015258789,-73.59639739990234,community_service_211,Hospital
HÔPITAL SHRINERS POUR ENFANTS (QUÉBEC),"1003, boulevard Décarie",H4A0A9,45.4718017578125,-73.60199737548828,community_service_211,Hospital
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION CHAMBORD,"2574, boulevard Pie-IX",H1V2E7,45.55270004272461,-73.54959869384766,community_service_211,Youth rehab
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE NOTRE-DAME,"2120, rue Sherbrooke Est, 6e étage",H2K1C3,45.53099822998047,-73.5625991821289,community_service_211,Hospital
HÔPITAL SANTA CABRINI,"5655, rue Saint-Zotique Est",H1T1P7,45.580101013183594,-73.57170104980469,community_service_211,Hospital
MAISON DE NAISSANCE JEANNE-MANCE,"1822-1828, rue Ontario Est",H2K1T7,45.526100158691406,-73.55870056152344,community_service_211,CLSC
CENTRE DE SERVICES AMBULATOIRES BOIS-DE-BOULOGNE,"1575, boulevard Henri-Bourassa Ouest",H3M3A9,45.537601470947266,-73.67970275878906,community_service_211,Hospital; Psychiatric
CENTRE DE SERVICES AMBULATOIRES EN GÉRONTOPSYCHIATRIE GRENET,"12085, rue Grenet",H4J2J4,45.52989959716797,-73.71379852294922,community_service_211,Psychiatric
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME 17E AVENUE,"7701, 17e Avenue",H2A2S4,45.566200256347656,-73.60150146484375,community_service_211,Disability/Autism
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE SACRÉ-CŒUR,"1575, boulevard Henri-Bourassa Ouest, 2e",H3M3A9,45.537601470947266,-73.67970275878906,community_service_211,Hospital
CLSC SAINTE-CATHERINE ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DES FAUBOURGS,"66, rue Sainte-Catherine Est",H2X1K6,45.510501861572266,-73.56269836425781,community_service_211,CLSC; Hospital
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE VERDUN,"3950, boulevard LaSalle",H4G2A2,45.4640998840332,-73.56400299072266,community_service_211,Hospital
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE ET CENTRE DE SERVICES AMBULATOIRES DE ST. MARY,"3777, rue Jean-Brillant",H3T1M5,45.494998931884766,-73.6238021850586,community_service_211,Hospital
CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,"1000, rue Saint-Denis",H2X0A9,45.51179885864258,-73.5562973022461,community_service_211,Hospital
HÔPITAL NOTRE-DAME,"1560, rue Sherbrooke Est",H2L4M1,45.52539825439453,-73.5635986328125,community_service_211,Hospital; Addiction
PAVILLON ÉDOUARD-ASSELIN,"264, boulevard René-Lévesque Est",H2X1P1,45.51110076904297,-73.55860137939453,community_service_211,Hospital
CENTRE DE RECHERCHE DU CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,"900, rue Saint-Denis",H2X0A9,45.510799407958984,-73.55590057373047,community_service_211,Hospital
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME GARRY-TAYLOR,"231, avenue Elm",H9W2E2,45.43280029296875,-73.86039733886719,community_service_211,Disability/Autism
CLSC ÎLE-DES-SŒURS,"1, Place du Commerce",H3E1A1,45.46849822998047,-73.54570007324219,community_service_211,CLSC
AIRE OUVERTE SAURIOL,"2169, rue Sauriol E",H2B1G1,45.570899963378906,-73.64779663085938,community_service_211,CLSC
MAISON DE NAISSANCE ANNE-COURTEMANCHE,"4500, rue de Contrecoeur",H1K0L1,45.61180114746094,-73.527099609375,community_service_211,CLSC
ULLURIAQ-BOYS,"4434, boulevard Décarie",H4A3P2,45.47990036010742,-73.62220001220703,community_service_211,Youth rehab
ULLURIAQ-GIRLS,"825, avenue Dawson",H9S1X4,45.44169998168945,-73.7417984008789,community_service_211,Youth rehab
