name,lat,lon,service_category,address,type,source
Résidence Saint-Raphaël,45.503944,-73.876216,community_service_211,800 Boulevard Jacques-Bizard,group_home,openstreetmap
Centre socioculturel,45.488149,-73.881775,community_service_211,,community_centre,openstreetmap
Eastern Bloc,45.544509,-73.655668,community_service_211,55 Rue de Louvain Ouest,community_centre,openstreetmap
Centre Communautaire Notre-Dame-de-Grâce,45.477503,-73.616339,community_service_211,,community_centre,openstreetmap
Domaine Saint Supice,45.557282,-73.634209,community_service_211,8825 Avenue André-Grasset,community_centre,openstreetmap
Maison Essor (Via Travail Inc),45.550211,-73.650336,community_service_211,,outreach,openstreetmap
L’œuvre des Samaritains,45.550138,-73.650185,food_bank,,food_bank,openstreetmap
Centre social d'aide aux immigrants,45.466089,-73.566552,community_service_211,3782 Rue Wellington,outreach,openstreetmap
OPDS Maison Aline-Gendron,45.542664,-73.546171,community_service_211,3340 Rue Ontario Est,outreach,openstreetmap
Vers l'équilibre,45.55153,-73.540635,community_service_211,4217 Rue Ontario Est,social_facility,openstreetmap
Mouvement ATD Quart Monde au Canada,45.535292,-73.609943,community_service_211,6747 Rue Drolet,charity,openstreetmap
Centre communautaire LGBTQ+ de Montréal,45.524307,-73.561834,community_service_211,2075 Rue Plessis,community_centre,openstreetmap
La Maison d'Aurore,45.532547,-73.580505,community_service_211,4816 Rue Garnier,outreach,openstreetmap
Maison des Jeunes de la Côte-des-Neiges,45.505212,-73.631626,community_service_211,,community_centre,openstreetmap
Montclair,45.464124,-73.63628,community_service_211,,group_home,openstreetmap
Residence Angelica,45.589921,-73.65134,community_service_211,,group_home,openstreetmap
Résidence les Cascades,45.590492,-73.651012,community_service_211,,group_home,openstreetmap
Manoir Fleury,45.571649,-73.651194,community_service_211,,group_home,openstreetmap
Residence Berthiaume-Du Tremblay,45.566693,-73.661949,community_service_211,,nursing_home,openstreetmap
Centre d'hébergement Laurendeau,45.568104,-73.662106,community_service_211,1725 Boulevard Gouin Est,nursing_home,openstreetmap
Habitations Sainte-Germaine-Cousin,45.671351,-73.494568,community_service_211,,group_home,openstreetmap
Centre de réadaptation en dépendance de Montréal,45.553834,-73.648764,community_service_211,950 Rue de Louvain Est,group_home,openstreetmap
Château Pierrefonds,45.480088,-73.869823,community_service_211,,group_home,openstreetmap
Toujours Ensemble,45.456609,-73.571773,community_service_211,4926 Rue de Verdun,social_facility,openstreetmap
Bâtir son Quartier,45.481217,-73.561452,community_service_211,1945 Rue Mullins,social_centre,openstreetmap
Le Centre communautaire du Faubourg Saint-Laurent,45.512418,-73.56662,community_service_211,105 Rue Ontario Est,community_centre,openstreetmap
Centre Culturel Calixa Lavallée,45.527068,-73.569396,community_service_211,3819 Avenue Calixa-Lavallée,community_centre,openstreetmap
Centre Communautaire Roussin,45.640666,-73.490512,community_service_211,12125 Rue Notre-Dame Est,community_centre,openstreetmap
Centre Le Cardinal,45.652484,-73.488432,community_service_211,,nursing_home,openstreetmap
Résidence des Trembles,45.653707,-73.489529,community_service_211,,group_home,openstreetmap
CHSLD Saint-Joseph-de-la-Providence,45.540826,-73.690305,community_service_211,,nursing_home,openstreetmap
Centre culturel canadien japonais (CCCJ),45.551455,-73.621929,community_service_211,8155 Rue Rousselot,community_centre,openstreetmap
Bâtiment 7,45.481021,-73.552323,community_service_211,1900 Rue Le Ber,community_centre,openstreetmap
Résidence l'Amitié,45.516387,-73.747899,community_service_211,9167 Boulevard Gouin Ouest,group_home,openstreetmap
Comité d'éducation aux adultes de la Petite-Bourgogne et St-Henri (CÉDA),45.483948,-73.576653,community_service_211,,social_facility,openstreetmap
