ï»¿Dissemination Area (DA),Province or territory,Dimension 1 Scores,Dimension 2 Scores,Dimension 3 Scores,Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension,da_str
24650065,Quebec,-0.36559,-0.51533,-0.48148,-0.73647,-0.52472,1,Dimension 1,24650065
24650066,Quebec,0.27259,-0.09851,-0.74937,-0.29392,-0.2173,2,Dimension 1,24650066
24650067,Quebec,0.11061,-0.46893,-0.09279,-0.08825,-0.13484,3,Dimension 1,24650067
24650068,Quebec,0.40201,-0.42622,-0.42471,-0.65969,-0.27715,2,Dimension 1,24650068
24650069,Quebec,0.35589,-1.14442,1.12983,-0.54853,-0.05181,3,Dimension 3,24650069
24650070,Quebec,-0.28508,0.06572,-0.63763,-1.29038,-0.53684,1,Dimension 2,24650070
24650071,Quebec,-0.15862,0.24104,-0.47218,-1.15939,-0.38729,2,Dimension 2,24650071
24650072,Quebec,-0.14083,-0.54146,-0.29428,0.07011,-0.22661,2,Dimension 4,24650072
24650073,Quebec,0.19113,-0.08105,-0.71406,-0.52528,-0.28232,2,Dimension 1,24650073
24650074,Quebec,-0.30078,0.93401,0.34172,0.88631,0.46532,5,Dimension 2,24650074
24650075,Quebec,-0.0523,0.16222,-0.49529,-0.02618,-0.10289,3,Dimension 2,24650075
24650076,Quebec,-0.29149,-0.32333,-0.84693,-0.80598,-0.56694,1,Dimension 1,24650076
24650077,Quebec,-0.54181,-0.68188,-0.74181,-1.24329,-0.8022,1,Dimension 1,24650077
24650078,Quebec,-0.37121,-0.27048,-0.73347,-1.25954,-0.65868,1,Dimension 2,24650078
24650079,Quebec,-0.29246,-0.8743,-0.05554,-1.5546,-0.69422,1,Dimension 3,24650079
24650080,Quebec,-0.31881,-1.00005,-0.03742,-0.13646,-0.37318,2,Dimension 3,24650080
24650081,Quebec,0.70003,-0.11592,-0.46073,0.1051,0.05712,4,Dimension 1,24650081
24650082,Quebec,-0.42367,-0.24811,-1.12703,-0.84847,-0.66182,1,Dimension 2,24650082
24650083,Quebec,0.02046,0.15987,-0.56131,-0.74613,-0.28178,2,Dimension 2,24650083
24650084,Quebec,-0.33554,-0.25722,-0.31066,-0.63188,-0.38382,2,Dimension 2,24650084
24650085,Quebec,-0.13086,0.00502,-0.81545,-0.73548,-0.41919,2,Dimension 2,24650085
24650086,Quebec,-0.50217,0.00582,-0.72851,-1.3332,-0.63952,1,Dimension 2,24650086
24650089,Quebec,-0.11336,0.50814,-0.81827,-0.85845,-0.32049,2,Dimension 2,24650089
24650090,Quebec,-0.65231,-0.47862,-0.98562,-1.46981,-0.89659,1,Dimension 2,24650090
24650091,Quebec,0.21511,-0.10114,-0.69173,-0.63241,-0.30254,2,Dimension 1,24650091
24650092,Quebec,-0.27192,0.51294,-0.31673,-0.25013,-0.08146,3,Dimension 2,24650092
24650093,Quebec,-0.23187,-0.48272,0.01427,-0.56476,-0.31627,2,Dimension 3,24650093
24650094,Quebec,-0.24237,1.58253,-0.10528,-0.42165,0.20331,4,Dimension 2,24650094
24650095,Quebec,-0.55579,0.38173,-0.61817,-1.21143,-0.50091,1,Dimension 2,24650095
24650096,Quebec,0.71064,-0.38776,1.16183,0.12155,0.40156,4,Dimension 3,24650096
24650097,Quebec,0.28756,1.27558,0.38314,0.48539,0.60792,5,Dimension 2,24650097
24650098,Quebec,0.22339,-0.62735,-0.49556,-0.65519,-0.38868,2,Dimension 1,24650098
24650099,Quebec,0.16239,-0.50896,-0.41304,-1.09197,-0.4629,1,Dimension 1,24650099
24650100,Quebec,-0.53365,0.19858,-0.7348,-1.22384,-0.57343,1,Dimension 2,24650100
24650101,Quebec,0.28057,-0.4967,-0.01161,-1.13853,-0.34157,2,Dimension 1,24650101
24650102,Quebec,0.03592,-0.24401,-0.55677,-0.60817,-0.34326,2,Dimension 1,24650102
24650103,Quebec,0.4625,-0.81767,-0.1358,-0.51719,-0.25204,2,Dimension 1,24650103
24650104,Quebec,-0.29285,-0.33675,-0.53653,-1.51573,-0.67046,1,Dimension 1,24650104
24650105,Quebec,0.30331,-0.8833,-0.53316,-0.80488,-0.47951,1,Dimension 1,24650105
24650106,Quebec,0.04345,-0.25559,-0.26535,-0.59136,-0.26721,2,Dimension 1,24650106
24650107,Quebec,0.06939,-0.05952,0.26581,-0.61762,-0.08548,3,Dimension 3,24650107
24650108,Quebec,-0.50094,-0.05012,-0.50742,-0.832,-0.47262,1,Dimension 2,24650108
24650109,Quebec,0.90262,0.15701,0.48388,-0.41127,0.28306,4,Dimension 1,24650109
24650110,Quebec,0.32132,-0.01772,-0.39166,-0.8335,-0.23039,2,Dimension 1,24650110
24650111,Quebec,0.07074,-0.54479,-0.47595,-1.08979,-0.50995,1,Dimension 1,24650111
24650112,Quebec,-0.04226,-0.08008,0.29507,-0.61118,-0.10961,3,Dimension 3,24650112
24650113,Quebec,0.66657,0.79492,-0.1641,-0.16654,0.28271,4,Dimension 2,24650113
24650114,Quebec,0.38853,0.03381,0.06761,0.02671,0.12916,4,Dimension 1,24650114
24650115,Quebec,0.70037,3.3401,1.17815,-0.44914,1.19237,5,Dimension 2,24650115
24650116,Quebec,0.85332,-1.70519,1.22948,0.62803,0.25141,4,Dimension 3,24650116
24650117,Quebec,0.99881,-0.7534,0.61033,1.37364,0.55734,5,Dimension 4,24650117
24650118,Quebec,0.26747,0.087,-0.2927,0.16457,0.05659,4,Dimension 1,24650118
24650119,Quebec,0.68835,-0.17287,0.04511,0.33317,0.22344,4,Dimension 1,24650119
24650120,Quebec,0.28491,0.23616,-0.63463,-0.67021,-0.19594,3,Dimension 1,24650120
24650121,Quebec,0.20989,-0.66097,-0.61771,-0.87144,-0.48506,1,Dimension 1,24650121
24650122,Quebec,0.00161,-0.3664,0.53703,-0.4108,-0.05964,3,Dimension 3,24650122
24650123,Quebec,0.45854,-0.07074,0.05153,1.15869,0.39951,4,Dimension 4,24650123
24650124,Quebec,0.20412,0.54803,-0.04142,-1.37447,-0.16594,3,Dimension 2,24650124
24650125,Quebec,0.21232,-0.22847,0.02938,-0.42695,-0.10343,3,Dimension 1,24650125
24650126,Quebec,0.46583,0.24467,-0.17406,-0.06272,0.11843,4,Dimension 1,24650126
24650127,Quebec,0.71057,0.89708,0.59322,0.55818,0.68976,5,Dimension 2,24650127
24650128,Quebec,0.62706,-0.08671,0.00742,0.55337,0.27528,4,Dimension 1,24650128
24650129,Quebec,0.68464,0.26751,0.1828,0.06113,0.29902,4,Dimension 1,24650129
24650130,Quebec,0.10929,-0.44151,-0.07954,-0.16359,-0.14384,3,Dimension 1,24650130
24650131,Quebec,0.16811,-0.61982,-0.2692,0.0972,-0.15593,3,Dimension 1,24650131
24650132,Quebec,0.75674,1.73641,0.55078,-0.26708,0.69421,5,Dimension 2,24650132
24650133,Quebec,0.8637,-0.03723,-0.74501,0.39875,0.12005,4,Dimension 1,24650133
24650134,Quebec,-0.11591,-0.13913,-0.20345,-0.50827,-0.24169,2,Dimension 1,24650134
24650135,Quebec,0.46937,0.05491,-0.25024,-1.00818,-0.18353,3,Dimension 1,24650135
24650136,Quebec,0.81409,-0.56106,0.03348,0.72983,0.25408,4,Dimension 1,24650136
24650137,Quebec,1.32054,-0.30383,0.55987,0.2493,0.45647,5,Dimension 1,24650137
24650138,Quebec,0.20733,-0.94248,-0.5816,0.04928,-0.31687,2,Dimension 1,24650138
24650139,Quebec,0.29707,0.81376,0.19579,0.18386,0.37262,4,Dimension 2,24650139
24650140,Quebec,-0.25876,-0.19535,-0.42909,-1.14276,-0.50649,1,Dimension 2,24650140
24650141,Quebec,0.35727,-0.5299,-0.35073,-0.07716,-0.15013,3,Dimension 1,24650141
24650142,Quebec,1.22135,0.08836,-0.06131,0.98577,0.55854,5,Dimension 1,24650142
24650143,Quebec,-0.03163,0.37017,-0.80062,0.06674,-0.09884,3,Dimension 2,24650143
24650144,Quebec,0.3444,-0.62333,-1.00854,0.2449,-0.26064,2,Dimension 1,24650144
24650145,Quebec,0.28363,-0.29042,-0.43288,-0.62178,-0.26536,2,Dimension 1,24650145
24650146,Quebec,0.2521,-0.80613,-0.58144,0.13285,-0.25065,2,Dimension 1,24650146
24650147,Quebec,0.28617,0.76499,-0.1621,0.06592,0.23874,4,Dimension 2,24650147
24650148,Quebec,-0.02005,-0.06096,-0.34923,-0.25438,-0.17115,3,Dimension 1,24650148
24650149,Quebec,0.69401,-0.27765,0.3855,-0.72463,0.01931,3,Dimension 1,24650149
24650150,Quebec,0.32006,-1.10956,-0.11437,-0.60894,-0.3782,2,Dimension 1,24650150
24650151,Quebec,0.53015,-0.05241,-0.20729,0.05815,0.08215,4,Dimension 1,24650151
24650153,Quebec,0.11917,-0.33429,-0.50692,-0.50301,-0.30626,2,Dimension 1,24650153
24650154,Quebec,0.17921,-0.73343,-0.62039,-0.53802,-0.42816,2,Dimension 1,24650154
24650155,Quebec,0.20158,-0.2834,-0.40909,-0.08182,-0.14318,3,Dimension 1,24650155
24650156,Quebec,-0.19436,-0.3735,-0.99294,-1.09713,-0.66448,1,Dimension 1,24650156
24650158,Quebec,0.48576,-0.25714,-0.24955,-0.10115,-0.03052,3,Dimension 1,24650158
24650159,Quebec,1.66775,-0.01935,2.076,0.16599,0.9726,5,Dimension 3,24650159
24650160,Quebec,0.27015,-0.39155,-0.67587,-0.00305,-0.20008,3,Dimension 1,24650160
24650161,Quebec,0.22783,-0.6075,-0.62261,-1.17045,-0.54318,1,Dimension 1,24650161
24650162,Quebec,0.935,2.08905,-0.60561,-0.08496,0.58337,5,Dimension 2,24650162
24650163,Quebec,0.80658,-1.45008,0.0626,1.20592,0.15625,4,Dimension 4,24650163
24650165,Quebec,1.04887,-0.102,-1.09898,1.57869,0.35665,4,Dimension 4,24650165
24650166,Quebec,0.79509,-0.82753,-0.23326,0.83466,0.14224,4,Dimension 4,24650166
24650167,Quebec,1.14536,-0.01201,-0.10849,0.01051,0.25884,4,Dimension 1,24650167
24650168,Quebec,0.8382,1.44942,-1.19999,1.03477,0.5306,5,Dimension 2,24650168
24650169,Quebec,1.189,-0.64992,-1.45159,1.30676,0.09856,4,Dimension 4,24650169
24650170,Quebec,0.72054,0.03682,-0.67433,0.79276,0.21895,4,Dimension 4,24650170
24650171,Quebec,-0.03751,0.57881,-0.67787,-1.06405,-0.30016,2,Dimension 2,24650171
24650172,Quebec,1.62763,-0.49037,-0.11552,1.5886,0.65258,5,Dimension 1,24650172
24650173,Quebec,-0.4665,0.02497,-0.57659,-0.43532,-0.36336,2,Dimension 2,24650173
24650174,Quebec,0.52925,0.02101,0.61863,-0.96171,0.05179,4,Dimension 3,24650174
24650175,Quebec,1.02256,-0.45927,-0.57455,0.99261,0.24534,4,Dimension 1,24650175
24650176,Quebec,0.72716,-0.34623,0.29339,1.58262,0.56423,5,Dimension 4,24650176
24650177,Quebec,1.4733,-0.25414,0.46581,1.23586,0.73021,5,Dimension 1,24650177
24650178,Quebec,0.82377,-0.07693,0.43076,1.02569,0.55082,5,Dimension 4,24650178
24650179,Quebec,1.74212,-0.78336,1.00348,1.31425,0.81912,5,Dimension 1,24650179
24650180,Quebec,1.52237,-0.42733,0.63305,1.32281,0.76272,5,Dimension 1,24650180
24650181,Quebec,0.79478,2.87568,-0.61246,0.27545,0.83336,5,Dimension 2,24650181
24650182,Quebec,0.33748,0.15789,-1.423,0.95182,0.00604,3,Dimension 4,24650182
24650183,Quebec,0.5577,-0.42928,-0.2443,0.15122,0.00884,3,Dimension 1,24650183
24650184,Quebec,0.82557,-0.03878,0.18132,0.95182,0.47998,5,Dimension 4,24650184
24650185,Quebec,0.93166,-1.16787,-0.22819,0.15113,-0.07832,3,Dimension 1,24650185
24650186,Quebec,0.71894,-0.44014,-0.29984,0.46563,0.11115,4,Dimension 1,24650186
24650187,Quebec,0.37749,0.45871,0.20584,0.76855,0.45265,5,Dimension 4,24650187
24650188,Quebec,0.56536,-0.76479,-0.84662,1.16744,0.03035,3,Dimension 4,24650188
24650189,Quebec,0.43705,-0.51311,0.04411,-0.68207,-0.17851,3,Dimension 1,24650189
24650190,Quebec,1.03958,-0.13634,1.16144,0.03454,0.5248,5,Dimension 3,24650190
24650191,Quebec,0.90738,-0.8105,0.72021,0.80445,0.40539,4,Dimension 1,24650191
24650192,Quebec,1.44934,-0.33266,0.35721,0.80837,0.57057,5,Dimension 1,24650192
24650193,Quebec,1.12258,-0.13601,0.28846,0.00886,0.32097,4,Dimension 1,24650193
24650194,Quebec,0.56769,-0.25891,-0.38194,-0.07448,-0.03691,3,Dimension 1,24650194
24650195,Quebec,0.69191,-0.87028,-0.45612,-0.46099,-0.27387,2,Dimension 1,24650195
24650196,Quebec,0.2694,-0.41881,-0.13066,-0.18462,-0.11617,3,Dimension 1,24650196
24650197,Quebec,0.08279,0.18466,-0.28219,-0.0476,-0.01558,3,Dimension 2,24650197
24650198,Quebec,0.38987,-0.10029,-0.73998,-0.22526,-0.16891,3,Dimension 1,24650198
24650199,Quebec,0.77809,-0.34358,0.33069,-0.18198,0.14581,4,Dimension 1,24650199
24650200,Quebec,0.58862,0.33437,1.21728,-0.65978,0.37012,4,Dimension 3,24650200
24650201,Quebec,0.11847,-0.25817,-0.10438,-0.03877,-0.07071,3,Dimension 1,24650201
24650202,Quebec,0.35812,-0.89442,0.28967,0.00925,-0.05934,3,Dimension 1,24650202
24650204,Quebec,0.00751,-0.22581,-0.32828,-0.68881,-0.30885,2,Dimension 1,24650204
24650205,Quebec,0.96977,-0.56689,-0.52982,0.15128,0.00609,3,Dimension 1,24650205
24650206,Quebec,1.03361,-0.45469,-1.05958,1.02237,0.13543,4,Dimension 1,24650206
24650207,Quebec,0.00284,-0.18362,-0.66102,-0.18757,-0.25734,2,Dimension 1,24650207
24650208,Quebec,0.34313,0.16553,-0.50691,-0.67542,-0.16842,3,Dimension 1,24650208
24650209,Quebec,-0.08147,-0.08156,-1.02756,-0.55598,-0.43664,2,Dimension 1,24650209
24650210,Quebec,0.10086,-0.34192,0.31653,-0.54973,-0.11857,3,Dimension 3,24650210
24650211,Quebec,-0.42032,-0.59984,-0.79113,-0.85513,-0.66661,1,Dimension 1,24650211
24650212,Quebec,-0.4232,0.11263,-0.70684,-1.17885,-0.54907,1,Dimension 2,24650212
24650213,Quebec,-0.53463,-0.75958,-0.62662,-0.95754,-0.71959,1,Dimension 1,24650213
24650214,Quebec,0.26375,-0.36787,-0.25776,-0.62258,-0.24612,2,Dimension 1,24650214
24650215,Quebec,0.09542,0.17928,-0.7108,-0.79082,-0.30673,2,Dimension 2,24650215
24650216,Quebec,-0.17474,0.6267,-0.74711,-0.48146,-0.19415,3,Dimension 2,24650216
24650217,Quebec,0.12941,-0.6414,-0.51828,-0.21913,-0.31235,2,Dimension 1,24650217
24650218,Quebec,0.2061,1.32856,-1.05756,0.06469,0.13545,4,Dimension 2,24650218
24650219,Quebec,0.61008,0.85321,-0.13758,-0.53845,0.19682,4,Dimension 2,24650219
24650220,Quebec,-0.34888,-0.73568,-0.66239,-0.94846,-0.67385,1,Dimension 1,24650220
24650221,Quebec,-0.15796,-0.02634,-0.67175,-0.9556,-0.45291,1,Dimension 2,24650221
24650222,Quebec,-0.27758,-0.87098,-0.06357,-0.51946,-0.4329,2,Dimension 3,24650222
24650223,Quebec,-0.43647,-0.20351,-1.03488,-0.95538,-0.65756,1,Dimension 2,24650223
24650224,Quebec,0.01764,0.15382,-0.74453,-1.08193,-0.41375,2,Dimension 2,24650224
24650225,Quebec,-0.25761,-0.64094,-0.74883,-1.0101,-0.66437,1,Dimension 1,24650225
24650226,Quebec,-0.69195,-0.32052,-0.81941,-0.91921,-0.68777,1,Dimension 2,24650226
24650227,Quebec,-0.55075,-0.47697,-1.08243,-0.5965,-0.67666,1,Dimension 2,24650227
24650228,Quebec,-0.27736,1.03242,-1.14284,-0.92935,-0.32928,2,Dimension 2,24650228
24650229,Quebec,0.12288,0.51174,-0.89717,-0.45655,-0.17978,3,Dimension 2,24650229
24650230,Quebec,-0.29289,-1.0567,-0.79228,-0.7807,-0.73064,1,Dimension 1,24650230
24650231,Quebec,-0.16335,-0.61275,-0.66967,-0.24536,-0.42278,2,Dimension 1,24650231
24650232,Quebec,0.31332,-0.9245,-0.57487,0.44579,-0.18507,3,Dimension 4,24650232
24650235,Quebec,0.03528,-1.33123,-0.8523,-0.48718,-0.65886,1,Dimension 1,24650235
24650236,Quebec,0.77223,-0.56127,-0.04386,0.15396,0.08027,4,Dimension 1,24650236
24650237,Quebec,0.14722,-0.36737,0.07253,-0.17304,-0.08016,3,Dimension 1,24650237
24650238,Quebec,-0.31785,-0.84211,-0.85504,-1.17832,-0.79833,1,Dimension 1,24650238
24650239,Quebec,-0.45335,-0.34284,-1.08458,-0.70361,-0.64609,1,Dimension 2,24650239
24650240,Quebec,0.32942,-0.77842,0.44859,0.22824,0.05696,4,Dimension 3,24650240
24650242,Quebec,0.6704,0.63123,-0.10899,0.07454,0.31679,4,Dimension 1,24650242
24650243,Quebec,0.30077,-0.39817,-0.13993,-0.44288,-0.17005,3,Dimension 1,24650243
24650244,Quebec,0.45093,2.45316,-1.25049,-0.61224,0.26034,4,Dimension 2,24650244
24650246,Quebec,-0.07635,-1.16204,-0.08332,-0.04648,-0.34205,2,Dimension 4,24650246
24650247,Quebec,-0.32859,-0.42587,0.03568,-0.30168,-0.25511,2,Dimension 3,24650247
24650248,Quebec,0.05123,-0.20018,0.62195,-0.43277,0.01006,3,Dimension 3,24650248
24650249,Quebec,0.3949,0.12852,0.63481,0.18283,0.33527,4,Dimension 3,24650249
24650250,Quebec,0.01153,0.8334,-0.02221,0.53937,0.34052,4,Dimension 2,24650250
24650251,Quebec,-0.0589,-0.36426,-0.07247,-0.26305,-0.18967,3,Dimension 1,24650251
24650252,Quebec,0.10714,0.62373,-1.17731,-1.15017,-0.39915,2,Dimension 2,24650252
24650255,Quebec,-0.0208,0.25593,-0.38219,0.33359,0.04663,3,Dimension 4,24650255
24650256,Quebec,0.00748,-0.85522,-0.60612,-0.92742,-0.59532,1,Dimension 1,24650256
24650258,Quebec,-0.3787,-1.19392,-0.95599,-1.67992,-1.05213,1,Dimension 1,24650258
24650260,Quebec,-0.61652,-1.19213,-0.90031,-1.56333,-1.06807,1,Dimension 1,24650260
24650261,Quebec,-0.1854,-0.50116,-0.8215,-0.25078,-0.43971,2,Dimension 1,24650261
24650262,Quebec,-0.50244,-0.36197,-0.87037,-1.02506,-0.68996,1,Dimension 2,24650262
24650263,Quebec,0.08995,2.0349,-1.1295,-0.63288,0.09062,4,Dimension 2,24650263
24650264,Quebec,-0.43186,-0.57271,0.45691,-1.26851,-0.45404,1,Dimension 3,24650264
24650265,Quebec,-0.51888,-0.98569,-0.44254,-1.1226,-0.76743,1,Dimension 3,24650265
24650266,Quebec,-0.31878,0.82126,-0.49586,-0.6036,-0.14924,3,Dimension 2,24650266
24650267,Quebec,0.14887,-0.28842,-0.40014,-0.50433,-0.26101,2,Dimension 1,24650267
24650268,Quebec,0.05034,0.222,-0.75288,-0.05237,-0.13323,3,Dimension 2,24650268
24650269,Quebec,-0.40243,-0.14963,-1.02881,-0.72167,-0.57564,1,Dimension 2,24650269
24650270,Quebec,-0.32801,-0.76637,-0.47828,-0.69522,-0.56697,1,Dimension 1,24650270
24650271,Quebec,-0.46629,-0.58815,-1.05661,-0.19821,-0.57731,1,Dimension 4,24650271
24650272,Quebec,-0.28794,-0.37546,-0.96731,-1.64726,-0.81949,1,Dimension 1,24650272
24650273,Quebec,0.08289,-0.91868,-0.53078,-0.72147,-0.52201,1,Dimension 1,24650273
24650274,Quebec,-0.42258,0.64856,-0.85743,-1.37453,-0.5015,1,Dimension 2,24650274
24650275,Quebec,-0.38944,-0.02658,-1.10197,-0.71602,-0.5585,1,Dimension 2,24650275
24650276,Quebec,-0.27154,-0.69201,-0.62071,-0.45653,-0.5102,1,Dimension 1,24650276
24650277,Quebec,0.04739,-0.21063,-0.46971,-0.08628,-0.17981,3,Dimension 1,24650277
24650278,Quebec,-0.38475,-0.80072,-0.60212,-0.90386,-0.67286,1,Dimension 1,24650278
24650279,Quebec,-0.47755,-0.12593,-1.0926,-0.89324,-0.64733,1,Dimension 2,24650279
24650280,Quebec,-0.17019,-0.13432,-0.87663,-0.97449,-0.53891,1,Dimension 2,24650280
24650281,Quebec,0.51508,3.52178,-2.42993,0.09357,0.42513,5,Dimension 2,24650281
24650283,Quebec,0.82179,3.2219,-1.66474,0.87184,0.81269,5,Dimension 2,24650283
24650284,Quebec,0.54882,-0.31989,-0.2211,0.67513,0.17074,4,Dimension 4,24650284
24650285,Quebec,0.43308,-0.44355,0.04407,0.03924,0.01821,3,Dimension 1,24650285
24650286,Quebec,0.70958,-1.36949,0.35845,1.14664,0.2113,4,Dimension 4,24650286
24650287,Quebec,0.63336,-0.62225,-0.06909,-0.33834,-0.09908,3,Dimension 1,24650287
24650289,Quebec,0.23181,1.59362,-0.69317,0.25085,0.34577,4,Dimension 2,24650289
24650291,Quebec,-0.15801,0.03503,-0.4833,-1.06811,-0.4186,2,Dimension 2,24650291
24650292,Quebec,0.28714,-1.13858,-0.47128,-0.05217,-0.34372,2,Dimension 1,24650292
24650293,Quebec,0.04394,-0.65236,-0.35396,0.09723,-0.21629,2,Dimension 4,24650293
24650294,Quebec,0.34734,-1.0389,-0.57891,-0.28248,-0.38824,2,Dimension 1,24650294
24650295,Quebec,0.78138,-0.85078,0.46853,-0.18981,0.05233,4,Dimension 1,24650295
24650296,Quebec,0.85704,3.98746,-1.43058,0.88667,1.07515,5,Dimension 2,24650296
24650297,Quebec,0.31035,-0.49958,-0.06899,-0.52948,-0.19692,3,Dimension 1,24650297
24650298,Quebec,1.25678,0.50584,0.29532,-0.47902,0.39473,4,Dimension 1,24650298
24650299,Quebec,0.95031,-0.65001,0.87297,-0.78203,0.09781,4,Dimension 1,24650299
24650300,Quebec,0.31406,-0.27901,-0.45529,0.042,-0.09456,3,Dimension 1,24650300
24650301,Quebec,1.29347,0.86796,-0.23871,0.19849,0.5303,5,Dimension 1,24650301
24650302,Quebec,1.22234,0.51746,0.75873,-0.29842,0.55003,5,Dimension 1,24650302
24650303,Quebec,2.75599,-0.63893,1.21439,1.03687,1.09208,5,Dimension 1,24650303
24650304,Quebec,1.95035,0.00126,1.25532,0.19752,0.85111,5,Dimension 1,24650304
24650305,Quebec,2.72647,-0.37618,0.7183,1.33762,1.10155,5,Dimension 1,24650305
24650306,Quebec,1.24026,0.091,0.95208,0.20461,0.62199,5,Dimension 1,24650306
24650307,Quebec,0.82502,-0.37457,0.61383,0.40979,0.36851,4,Dimension 1,24650307
24650308,Quebec,2.00072,-0.74994,0.75136,0.74633,0.68712,5,Dimension 1,24650308
24650309,Quebec,2.07306,0.09296,1.56419,0.0679,0.94953,5,Dimension 1,24650309
24650310,Quebec,3.39323,-0.04318,1.68299,1.61053,1.66089,5,Dimension 1,24650310
24650311,Quebec,2.35983,1.66546,0.67682,0.24633,1.23711,5,Dimension 1,24650311
24650312,Quebec,0.70545,0.11491,0.08612,-0.73351,0.04324,3,Dimension 1,24650312
24650313,Quebec,1.11057,0.53472,-0.12098,0.42085,0.48629,5,Dimension 1,24650313
24650314,Quebec,1.95572,0.39918,0.66938,0.85052,0.9687,5,Dimension 1,24650314
24650315,Quebec,1.22197,-0.08747,0.48735,-0.12264,0.3748,4,Dimension 1,24650315
24650316,Quebec,1.23505,0.85226,-0.88822,0.50589,0.42625,5,Dimension 1,24650316
24650317,Quebec,1.05619,2.6553,-1.52641,0.44689,0.65799,5,Dimension 2,24650317
24650318,Quebec,1.25165,0.1875,0.08105,-0.80358,0.17915,4,Dimension 1,24650318
24650319,Quebec,0.6366,2.10642,-0.8041,-0.34757,0.39784,4,Dimension 2,24650319
24650320,Quebec,0.74415,0.72421,-0.93628,-0.14279,0.09732,4,Dimension 1,24650320
24650321,Quebec,1.12598,1.59563,-0.01744,-0.65006,0.51353,5,Dimension 2,24650321
24650322,Quebec,0.29795,-0.31189,0.17861,-0.71483,-0.13754,3,Dimension 1,24650322
24650323,Quebec,0.7782,0.74513,0.8596,-1.28139,0.27539,4,Dimension 3,24650323
24650324,Quebec,1.35063,0.14571,0.20427,-0.69884,0.25044,4,Dimension 1,24650324
24650325,Quebec,1.5688,0.01068,1.36806,-0.68701,0.56513,5,Dimension 1,24650325
24650326,Quebec,3.24374,0.34117,1.68332,0.70372,1.49299,5,Dimension 1,24650326
24650327,Quebec,0.94595,0.94172,0.4,-0.04456,0.56078,5,Dimension 1,24650327
24650328,Quebec,1.47858,-0.14128,0.716,-0.45828,0.39876,4,Dimension 1,24650328
24650329,Quebec,1.98358,-0.06579,1.26281,-0.28295,0.72441,5,Dimension 1,24650329
24650330,Quebec,0.97705,2.80166,1.31921,1.41506,1.62825,5,Dimension 2,24650330
24650331,Quebec,0.63518,1.60599,-0.11226,-0.43886,0.42251,5,Dimension 2,24650331
24650332,Quebec,0.68015,-0.30025,0.322,-0.17937,0.13063,4,Dimension 1,24650332
24650333,Quebec,2.33352,-0.93302,0.28125,1.1213,0.70076,5,Dimension 1,24650333
24650334,Quebec,2.60002,0.50026,0.9897,0.09756,1.04689,5,Dimension 1,24650334
24650337,Quebec,1.30853,1.016,1.04951,-0.54341,0.70766,5,Dimension 1,24650337
24650339,Quebec,0.81972,-0.24564,0.63365,-0.97439,0.05834,4,Dimension 1,24650339
24650340,Quebec,0.44156,-0.62733,0.63109,-0.27118,0.04354,3,Dimension 3,24650340
24650341,Quebec,0.71822,-1.0036,0.36489,0.43926,0.12969,4,Dimension 1,24650341
24650342,Quebec,1.34048,-0.5128,0.81523,0.37611,0.50475,5,Dimension 1,24650342
24650343,Quebec,0.33087,0.78152,-0.21028,-0.59828,0.07596,4,Dimension 2,24650343
24650344,Quebec,0.19161,0.24713,0.48006,-0.65036,0.06711,4,Dimension 3,24650344
24650345,Quebec,0.36328,-0.24713,-0.33167,-1.01494,-0.30761,2,Dimension 1,24650345
24650346,Quebec,0.07791,0.04728,0.09738,-1.04772,-0.20629,2,Dimension 3,24650346
24650347,Quebec,0.90097,0.04277,0.06701,-0.33255,0.16955,4,Dimension 1,24650347
24650348,Quebec,0.74524,0.94977,-0.27721,-0.91674,0.12526,4,Dimension 2,24650348
24650349,Quebec,1.1835,1.30731,0.92425,-1.51654,0.47463,5,Dimension 2,24650349
24650350,Quebec,0.53171,0.28987,-0.07384,-0.88575,-0.0345,3,Dimension 1,24650350
24650351,Quebec,1.0011,0.79762,0.84246,-0.77031,0.46772,5,Dimension 1,24650351
24650352,Quebec,0.98816,0.04558,0.0641,-1.09435,0.00087,3,Dimension 1,24650352
24650353,Quebec,0.2165,0.39708,-0.32553,-0.52692,-0.05972,3,Dimension 2,24650353
24650354,Quebec,0.20309,0.03299,-0.39603,-1.00982,-0.29244,2,Dimension 1,24650354
24650355,Quebec,0.78794,0.57515,0.46031,-1.36608,0.11433,4,Dimension 1,24650355
24650356,Quebec,0.74414,0.78963,-0.11113,-0.51361,0.22726,4,Dimension 2,24650356
24650357,Quebec,1.47264,1.09037,0.08845,-0.51624,0.53381,5,Dimension 1,24650357
24650358,Quebec,0.34572,-0.63938,0.61998,-0.78706,-0.11519,3,Dimension 3,24650358
24650359,Quebec,1.31439,-0.39738,0.51247,-0.86756,0.14048,4,Dimension 1,24650359
24650360,Quebec,1.26689,1.25127,0.46232,-0.21591,0.69114,5,Dimension 1,24650360
