dataset,record_id,issue_type,matched_area_ids,expected_area_id,longitude,latitude
service_centers,CTR_a74277eb,unmatched_outside_study_area,,,-73.639542,45.432363
service_centers,CTR_9db4d064,unmatched_outside_study_area,,,-73.597914,45.596276
service_centers,CTR_6e8bf3c4,unmatched_outside_study_area,,,-73.555574,45.611249
service_centers,CTR_44408ed9,unmatched_outside_study_area,,,-73.774303,45.500314
service_centers,CTR_bbf0212d,unmatched_outside_study_area,,,-73.572798,45.567556
service_centers,CTR_6a0100f8,unmatched_outside_study_area,,,-73.844134,45.510087
service_centers,CTR_a6c79d5e,unmatched_outside_study_area,,,-73.594129,45.573301
service_centers,CTR_df3ead1f,unmatched_outside_study_area,,,-73.550428,45.508814
service_centers,CTR_8c264b6d,unmatched_outside_study_area,,,-73.550784,45.603719
service_centers,CTR_18e04877,unmatched_outside_study_area,,,-73.597505,45.49718
service_centers,CTR_3e966d6a,unmatched_outside_study_area,,,-73.626141,45.428472
service_centers,CTR_c89fa388,unmatched_outside_study_area,,,-73.642142,45.417888
service_centers,CTR_d609183a,unmatched_outside_study_area,,,-73.653514,45.433763
service_centers,CTR_4b2cc762,unmatched_outside_study_area,,,-73.852582,45.499311
service_centers,CTR_18c35121,unmatched_outside_study_area,,,-73.596608,45.433966
service_centers,CTR_01b24514,unmatched_outside_study_area,,,-73.848512,45.511861
service_centers,CTR_03c93412,unmatched_outside_study_area,,,-73.571468,45.575465
service_centers,CTR_1cc70fc7,unmatched_outside_study_area,,,-73.573932,45.567989
service_centers,CTR_8874d987,unmatched_outside_study_area,,,-73.601784,45.427632
service_centers,CTR_a38533a7,unmatched_outside_study_area,,,-73.55656,45.602796
service_centers,CTR_12345a48,unmatched_outside_study_area,,,-73.820309,45.510466
service_centers,CTR_bf2b0bbe,unmatched_outside_study_area,,,-73.597448,45.498735
service_centers,CTR_a47fa0f9,unmatched_outside_study_area,,,-73.820059,45.510483
service_centers,CTR_40ddfb10,unmatched_outside_study_area,,,-73.891797,45.464143
service_centers,CTR_5859c495,unmatched_outside_study_area,,,-73.543219,45.506231
service_centers,CTR_fc85e830,unmatched_outside_study_area,,,-73.660519,45.431047
service_centers,CTR_3b82ce9c,unmatched_outside_study_area,,,-73.533979,45.512558
service_centers,CTR_f84a98ef,unmatched_outside_study_area,,,-73.534533,45.508716
service_centers,CTR_bee60740,unmatched_outside_study_area,,,-73.648278,45.422753
service_centers,CTR_a54733e4,unmatched_outside_study_area,,,-73.624681,45.423673
service_centers,CTR_f2422756,unmatched_outside_study_area,,,-73.609407,45.583644
service_centers,CTR_5e5b1685,unmatched_outside_study_area,,,-73.700926,45.509536
service_centers,CTR_84f8dbaa,unmatched_outside_study_area,,,-73.712367,45.513719
service_centers,CTR_4e054434,unmatched_outside_study_area,,,-73.873041,45.474017
service_centers,CTR_9a158ca4,unmatched_outside_study_area,,,-73.659136,45.429361
service_centers,CTR_22d9c0c4,unmatched_outside_study_area,,,-73.575492,45.544639
service_centers,CTR_9f190a96,unmatched_outside_study_area,,,-73.684976,45.518989
service_centers,CTR_fb7f175c,unmatched_outside_study_area,,,-73.891547,45.455106
service_centers,CTR_e38209ed,unmatched_outside_study_area,,,-73.781187,45.505316
service_centers,CTR_95622feb,unmatched_outside_study_area,,,-73.716727,45.510321
service_centers,CTR_b55512b8,unmatched_outside_study_area,,,-73.594003,45.585701
service_centers,CTR_2121ca8d,unmatched_outside_study_area,,,-73.55936,45.545773
service_centers,CTR_dfc79b97,unmatched_outside_study_area,,,-73.55909,45.551556
service_centers,CTR_45597ef9,unmatched_outside_study_area,,,-73.853258,45.499393
service_centers,CTR_c85a50c7,unmatched_outside_study_area,,,-73.900065,45.517102
service_centers,CTR_866b5f8b,unmatched_outside_study_area,,,-73.701554,45.522052
service_centers,CTR_e42ebb20,unmatched_outside_study_area,,,-73.587674,45.560729
service_centers,CTR_dc212599,unmatched_outside_study_area,,,-73.607308,45.589536
service_centers,CTR_d367aefb,unmatched_outside_study_area,,,-73.614674,45.51522
service_centers,CTR_86b76233,unmatched_outside_study_area,,,-73.720283,45.522362
service_centers,CTR_d047d547,unmatched_outside_study_area,,,-73.671352,45.517571
service_centers,CTR_afe8125f,unmatched_outside_study_area,,,-73.616143,45.521483
service_centers,CTR_f729c1fe,unmatched_outside_study_area,,,-73.653293,45.425692
service_centers,CTR_a9655b92,unmatched_outside_study_area,,,-73.60889,45.432582
service_centers,CTR_5dfa1844,unmatched_outside_study_area,,,-73.585184,45.559255
service_centers,CTR_3fe8591a,unmatched_outside_study_area,,,-73.590961,45.553138
service_centers,CTR_ce059d13,unmatched_outside_study_area,,,-73.59978,45.427642
service_centers,CTR_a9db4a67,unmatched_outside_study_area,,,-73.848159,45.511805
service_centers,CTR_440a9cc0,unmatched_outside_study_area,,,-73.628017,45.421677
service_centers,CTR_2e0edd51,unmatched_outside_study_area,,,-73.603405,45.578777
service_centers,CTR_421d21f9,unmatched_outside_study_area,,,-73.569798,45.551368
service_centers,CTR_021d34e0,unmatched_outside_study_area,,,-73.612226,45.536503
service_centers,CTR_d0b03562,unmatched_outside_study_area,,,-73.702997,45.501848
service_centers,CTR_0dd895ae,unmatched_outside_study_area,,,-73.581968,45.555012
service_centers,CTR_695eb679,unmatched_outside_study_area,,,-73.868914,45.465954
service_centers,CTR_2381cf96,unmatched_outside_study_area,,,-73.581052,45.582578
service_centers,CTR_2d086bed,unmatched_outside_study_area,,,-73.559334,45.595875
service_centers,CTR_337cb021,unmatched_outside_study_area,,,-73.71282,45.514118
service_centers,CTR_2a5d6226,unmatched_outside_study_area,,,-73.632611,45.42788
service_centers,CTR_448ad1fd,unmatched_outside_study_area,,,-73.560281,45.607103
service_centers,CTR_86f2d7ac,unmatched_outside_study_area,,,-73.610078,45.592716
service_centers,CTR_e9d779d0,unmatched_outside_study_area,,,-73.852881,45.499081
service_centers,CTR_373b9081,unmatched_outside_study_area,,,-73.894142,45.459896
service_centers,CTR_98874c26,unmatched_outside_study_area,,,-73.61223,45.421037
service_centers,CTR_0889bdb0,unmatched_outside_study_area,,,-73.596203,45.434478
service_centers,CTR_046fcbf7,unmatched_outside_study_area,,,-73.690698,45.52106
service_centers,CTR_3b0df6d6,unmatched_outside_study_area,,,-73.549675,45.528475
service_centers,CTR_a5c879e5,unmatched_outside_study_area,,,-73.587996,45.561824
service_centers,CTR_ea214ffd,unmatched_outside_study_area,,,-73.662843,45.51431
service_centers,CTR_de13eaa3,unmatched_outside_study_area,,,-73.59764,45.595918
service_centers,CTR_e4a0c62e,unmatched_outside_study_area,,,-73.562198,45.524474
service_centers,CTR_5e4f5b73,unmatched_outside_study_area,,,-73.717781,45.513124
service_centers,CTR_4d82c85d,unmatched_outside_study_area,,,-73.882117,45.457843
service_centers,CTR_483328b5,unmatched_outside_study_area,,,-73.546401,45.530824
service_centers,CTR_a4a7fff6,unmatched_outside_study_area,,,-73.845373,45.502471
service_centers,CTR_ae56ef75,unmatched_outside_study_area,,,-73.882395,45.457734
service_centers,CTR_bbfeb012,unmatched_outside_study_area,,,-73.56079,45.607189
service_centers,CTR_c6349855,unmatched_outside_study_area,,,-73.570944,45.605033
service_centers,CTR_49c0d44d,unmatched_outside_study_area,,,-73.604454,45.578598
service_centers,CTR_d09d9ccc,unmatched_outside_study_area,,,-73.701931,45.508312
service_centers,CTR_3f295688,unmatched_outside_study_area,,,-73.570732,45.605149
service_centers,CTR_32456a68,unmatched_outside_study_area,,,-73.779706,45.501436
service_centers,CTR_a0321f1c,unmatched_outside_study_area,,,-73.584799,45.495489
service_centers,CTR_50d30624,unmatched_outside_study_area,,,-73.767034,45.499708
service_centers,CTR_f96db0c9,unmatched_outside_study_area,,,-73.691035,45.517778
service_centers,CTR_b09f7665,unmatched_outside_study_area,,,-73.885312,45.457415
service_centers,CTR_5a948830,unmatched_outside_study_area,,,-73.582525,45.511023
service_centers,CTR_663cb523,unmatched_outside_study_area,,,-73.601065,45.42768
service_centers,CTR_6777b11b,unmatched_outside_study_area,,,-73.507074,45.609522
service_centers,CTR_bd07b762,unmatched_outside_study_area,,,-73.572415,45.57507
service_centers,CTR_cd0a7523,unmatched_outside_study_area,,,-73.554933,45.610897
service_centers,CTR_f1daf891,unmatched_outside_study_area,,,-73.861374,45.475214
service_centers,CTR_89b4d0a2,unmatched_outside_study_area,,,-73.851388,45.482024
service_centers,CTR_fa5cf032,unmatched_outside_study_area,,,-73.865342,45.468879
service_centers,CTR_2ca4e84f,unmatched_outside_study_area,,,-73.545901,45.530564
service_centers,CTR_7d859bae,unmatched_outside_study_area,,,-73.55076,45.616407
service_centers,CTR_392a1ed1,unmatched_outside_study_area,,,-73.601851,45.546242
service_centers,CTR_c0e8d64b,unmatched_outside_study_area,,,-73.854597,45.498683
service_centers,CTR_32d77603,unmatched_outside_study_area,,,-73.592614,45.549954
service_centers,CTR_049437e7,unmatched_outside_study_area,,,-73.592146,45.549622
service_centers,CTR_a988057e,unmatched_outside_study_area,,,-73.582562,45.581028
service_centers,CTR_775908ee,unmatched_outside_study_area,,,-73.652539,45.434115
service_centers,CTR_52441d61,unmatched_outside_study_area,,,-73.591265,45.59272
service_centers,CTR_5f27394f,unmatched_outside_study_area,,,-73.590329,45.591649
service_centers,CTR_082dd485,unmatched_outside_study_area,,,-73.548097,45.508492
service_centers,CTR_5a157e63,unmatched_outside_study_area,,,-73.584839,45.581393
service_centers,CTR_6d8d7691,unmatched_outside_study_area,,,-73.871862,45.500252
service_centers,CTR_f7f831cd,unmatched_outside_study_area,,,-73.627121,45.418335
service_centers,CTR_2bc25987,unmatched_outside_study_area,,,-73.584329,45.499312
service_centers,CTR_0d3f7a10,unmatched_outside_study_area,,,-73.762941,45.506667
service_centers,CTR_8cafb189,unmatched_outside_study_area,,,-73.558964,45.521497
service_centers,CTR_7ce6c588,unmatched_outside_study_area,,,-73.574003,45.568398
service_centers,CTR_44b8e2c4,unmatched_outside_study_area,,,-73.685141,45.513284
service_centers,CTR_0c985cca,unmatched_outside_study_area,,,-73.607662,45.515409
service_centers,CTR_61015957,unmatched_outside_study_area,,,-73.58464,45.605411
service_centers,CTR_e7fc3269,unmatched_outside_study_area,,,-73.593064,45.533566
service_centers,CTR_679f831f,unmatched_outside_study_area,,,-73.561428,45.570896
service_centers,CTR_31f12c23,unmatched_outside_study_area,,,-73.855572,45.490699
service_centers,CTR_8467d5a1,unmatched_outside_study_area,,,-73.882672,45.486117
service_centers,CTR_d672b339,unmatched_outside_study_area,,,-73.612314,45.420093
service_centers,CTR_e103b65a,unmatched_outside_study_area,,,-73.606135,45.589126
service_centers,CTR_5f294595,unmatched_outside_study_area,,,-73.55668,45.602267
service_centers,CTR_abba2d4e,unmatched_outside_study_area,,,-73.575817,45.544332
service_centers,CTR_7efcceec,unmatched_outside_study_area,,,-73.870929,45.478484
service_centers,CTR_c7e1de22,unmatched_outside_study_area,,,-73.673337,45.50534
service_centers,CTR_1c41fbe6,unmatched_outside_study_area,,,-73.656433,45.424218
service_centers,CTR_601423fa,unmatched_outside_study_area,,,-73.856028,45.475193
service_centers,CTR_c309f9a3,unmatched_outside_study_area,,,-73.85534,45.47609
service_centers,CTR_6f368a2c,unmatched_outside_study_area,,,-73.588558,45.561169
service_centers,CTR_9c81f337,unmatched_outside_study_area,,,-73.935682,45.471148
service_centers,CTR_42ac0430,unmatched_outside_study_area,,,-73.843024,45.510286
service_centers,CTR_4436a6ce,unmatched_outside_study_area,,,-73.569226,45.551642
service_centers,CTR_6f42cdc1,unmatched_outside_study_area,,,-73.894401,45.460411
service_centers,CTR_ab4d7f77,unmatched_outside_study_area,,,-73.61315,45.419659
service_centers,CTR_abb3e01f,unmatched_outside_study_area,,,-73.623127,45.41597
service_centers,CTR_0fb5a4fa,unmatched_outside_study_area,,,-73.596952,45.430323
service_centers,CTR_7e049818,unmatched_outside_study_area,,,-73.923338,45.46925
service_centers,CTR_3186e6e0,unmatched_outside_study_area,,,-73.522293,45.500184
service_centers,CTR_7cc040be,unmatched_outside_study_area,,,-73.770749,45.500337
service_centers,CTR_e0d09e4b,unmatched_outside_study_area,,,-73.608551,45.584493
service_centers,CTR_07532869,unmatched_outside_study_area,,,-73.596514,45.532131
service_centers,CTR_6843d51c,unmatched_outside_study_area,,,-73.901369,45.51703
service_centers,CTR_5e21076f,unmatched_outside_study_area,,,-73.798279,45.506876
service_centers,CTR_60fa9956,unmatched_outside_study_area,,,-73.608144,45.587285
service_centers,CTR_aa3923e7,unmatched_outside_study_area,,,-73.606763,45.538717
service_centers,CTR_2359cd73,unmatched_outside_study_area,,,-73.613145,45.420113
service_centers,CTR_d9e49723,unmatched_outside_study_area,,,-73.882607,45.497148
service_centers,CTR_0c29edf4,unmatched_outside_study_area,,,-73.641618,45.418739
service_centers,CTR_859a7dc6,unmatched_outside_study_area,,,-73.633446,45.419025
service_centers,CTR_db793627,unmatched_outside_study_area,,,-73.673426,45.505558
service_centers,CTR_a55d3c7f,unmatched_outside_study_area,,,-73.617379,45.437717
service_centers,CTR_31612c38,unmatched_outside_study_area,,,-73.567489,45.507555
service_centers,CTR_3dc6988e,unmatched_outside_study_area,,,-73.892405,45.45494
service_centers,CTR_dc832eb5,unmatched_outside_study_area,,,-73.551119,45.529182
service_centers,CTR_e10ccf6d,unmatched_outside_study_area,,,-73.730135,45.517405
service_centers,CTR_b14ea3c3,unmatched_outside_study_area,,,-73.883894,45.465143
service_centers,CTR_d621368c,unmatched_outside_study_area,,,-73.554086,45.49546
service_centers,CTR_c7aa7008,unmatched_outside_study_area,,,-73.627296,45.430093
service_centers,CTR_0f391cd4,unmatched_outside_study_area,,,-73.56001,45.520789
service_centers,CTR_9e8261ea,unmatched_outside_study_area,,,-73.701825,45.52208
service_centers,CTR_f2da87e2,unmatched_outside_study_area,,,-73.879851,45.490108
service_centers,CTR_19c2ac50,unmatched_outside_study_area,,,-73.885133,45.48852
service_centers,CTR_d5d13c77,unmatched_outside_study_area,,,-73.608997,45.515954
service_centers,CTR_e05d5470,unmatched_outside_study_area,,,-73.657876,45.43466
service_centers,CTR_285a43c8,unmatched_outside_study_area,,,-73.864785,45.507635
service_centers,CTR_92f83e0d,unmatched_outside_study_area,,,-73.904402,45.458808
service_centers,CTR_3fa29314,unmatched_outside_study_area,,,-73.563608,45.549732
service_centers,CTR_b3244bc3,unmatched_outside_study_area,,,-73.535413,45.514413
service_centers,CTR_33eff60f,unmatched_outside_study_area,,,-73.609014,45.432567
service_centers,CTR_d979f6fc,unmatched_outside_study_area,,,-73.559111,45.595584
service_centers,CTR_a07bd500,unmatched_outside_study_area,,,-73.55653,45.575362
service_centers,CTR_89208080,unmatched_outside_study_area,,,-73.616987,45.531287
service_centers,CTR_a11fa524,unmatched_outside_study_area,,,-73.809915,45.509045
service_centers,CTR_54462765,unmatched_outside_study_area,,,-73.604672,45.519933
service_centers,CTR_2aad90b3,unmatched_outside_study_area,,,-73.558496,45.545548
service_centers,CTR_10f3dbc7,unmatched_outside_study_area,,,-73.613407,45.420559
service_centers,CTR_3049354c,unmatched_outside_study_area,,,-73.625301,45.429099
service_centers,CTR_c9d73d19,unmatched_outside_study_area,,,-73.57116,45.588537
service_centers,CTR_be710ade,unmatched_outside_study_area,,,-73.588952,45.553814
service_centers,CTR_069f7630,unmatched_outside_study_area,,,-73.713665,45.512968
service_centers,CTR_eeb89c72,unmatched_outside_study_area,,,-73.626166,45.431941
service_centers,CTR_6ea76de0,unmatched_outside_study_area,,,-73.617318,45.437455
service_centers,CTR_596ac9cf,unmatched_outside_study_area,,,-73.690213,45.496745
service_centers,CTR_1ed95842,unmatched_outside_study_area,,,-73.621185,45.432664
service_centers,CTR_66d75e6a,unmatched_outside_study_area,,,-73.847943,45.507498
service_centers,CTR_2c538778,unmatched_outside_study_area,,,-73.571332,45.605338
service_centers,CTR_3d31c006,unmatched_outside_study_area,,,-73.554759,45.524211
service_centers,CTR_951252a4,unmatched_outside_study_area,,,-73.553876,45.511077
service_centers,CTR_fb00f6ea,unmatched_outside_study_area,,,-73.59914,45.58568
service_centers,CTR_d1a29317,unmatched_outside_study_area,,,-73.866481,45.498572
service_centers,CTR_5f6663eb,unmatched_outside_study_area,,,-73.67515,45.525008
service_centers,CTR_69bfcba0,unmatched_outside_study_area,,,-73.58902,45.53842
service_centers,CTR_d7d8dde3,unmatched_outside_study_area,,,-73.596487,45.532034
service_centers,CTR_95eae58d,unmatched_outside_study_area,,,-73.575528,45.544077
service_centers,CTR_e8dc475b,unmatched_outside_study_area,,,-73.872194,45.500938
service_centers,CTR_2ef9529e,unmatched_outside_study_area,,,-73.720759,45.522092
service_centers,CTR_1dd99190,unmatched_outside_study_area,,,-73.5696,45.548029
service_centers,CTR_42170a68,unmatched_outside_study_area,,,-73.88526,45.486887
service_centers,CTR_063a0ac9,unmatched_outside_study_area,,,-73.590986,45.538298
service_centers,CTR_70b037d6,unmatched_outside_study_area,,,-73.6686,45.527569
service_centers,CTR_d8f45aec,unmatched_outside_study_area,,,-73.552263,45.602765
service_centers,CTR_e3308533,unmatched_outside_study_area,,,-73.612377,45.419561
service_centers,CTR_637de058,unmatched_outside_study_area,,,-73.601004,45.540283
service_centers,CTR_f8ca869b,unmatched_outside_study_area,,,-73.701717,45.509297
service_centers,CTR_dc193e06,unmatched_outside_study_area,,,-73.885924,45.456542
service_centers,CTR_dea59683,unmatched_outside_study_area,,,-73.77853,45.508531
service_centers,CTR_d63c9571,unmatched_outside_study_area,,,-73.702602,45.511865
service_centers,CTR_49e03c87,unmatched_outside_study_area,,,-73.869052,45.498784
service_centers,CTR_22d08615,unmatched_outside_study_area,,,-73.605013,45.518161
service_centers,CTR_fd189938,unmatched_outside_study_area,,,-73.885441,45.481495
service_centers,CTR_ee404c03,unmatched_outside_study_area,,,-73.608986,45.533321
service_centers,CTR_7eb53bfd,unmatched_outside_study_area,,,-73.677266,45.520007
service_centers,CTR_124bfb9e,unmatched_outside_study_area,,,-73.808273,45.498014
service_centers,CTR_35ca7345,unmatched_outside_study_area,,,-73.550922,45.512784
service_centers,CTR_cef0d5aa,unmatched_outside_study_area,,,-73.871758,45.477965
service_centers,CTR_2d215938,unmatched_outside_study_area,,,-73.677639,45.51428
service_centers,CTR_05921bd3,unmatched_outside_study_area,,,-73.558846,45.545839
service_centers,CTR_cb9780b1,unmatched_outside_study_area,,,-73.564955,45.542876
service_centers,CTR_3965ffa0,unmatched_outside_study_area,,,-73.656967,45.426221
service_centers,CTR_258c75fb,unmatched_outside_study_area,,,-73.68722,45.52785
service_centers,CTR_94878394,unmatched_outside_study_area,,,-73.855779,45.475568
service_centers,CTR_504e1cea,unmatched_outside_study_area,,,-73.599401,45.585946
service_centers,CTR_c4404518,unmatched_outside_study_area,,,-73.882407,45.49681
service_centers,CTR_53d3ec81,unmatched_outside_study_area,,,-73.868597,45.508306
service_centers,CTR_142ea0ef,unmatched_outside_study_area,,,-73.633742,45.41897
service_centers,CTR_1cf1fdbd,unmatched_outside_study_area,,,-73.712795,45.511821
service_centers,CTR_8bc03e11,unmatched_outside_study_area,,,-73.883881,45.487453
service_centers,CTR_a8bab791,unmatched_outside_study_area,,,-73.583122,45.604632
service_centers,CTR_f7cdbf9a,unmatched_outside_study_area,,,-73.833547,45.506286
service_centers,CTR_82e28bd3,unmatched_outside_study_area,,,-73.546055,45.512502
service_centers,CTR_a4bf3c6a,unmatched_outside_study_area,,,-73.611645,45.534411
service_centers,CTR_bbf7d536,unmatched_outside_study_area,,,-73.591009,45.571656
service_centers,CTR_eeb0f30c,unmatched_outside_study_area,,,-73.726677,45.514881
service_centers,CTR_789ed758,unmatched_outside_study_area,,,-73.705736,45.510069
service_centers,CTR_c59f4eb8,unmatched_outside_study_area,,,-73.855259,45.475961
service_centers,CTR_35db0009,unmatched_outside_study_area,,,-73.549858,45.508263
service_centers,CTR_636568bc,unmatched_outside_study_area,,,-73.627043,45.41794
service_centers,CTR_7174e0d9,unmatched_outside_study_area,,,-73.871307,45.478576
service_centers,CTR_4b96f635,unmatched_outside_study_area,,,-73.677829,45.513901
service_centers,CTR_0fee4775,unmatched_outside_study_area,,,-73.697707,45.5475
service_centers,CTR_75de3e40,unmatched_outside_study_area,,,-73.714835,45.51216
service_centers,CTR_fbee3650,unmatched_outside_study_area,,,-73.866788,45.503411
service_centers,CTR_c63c5123,unmatched_outside_study_area,,,-73.853373,45.485677
service_centers,CTR_08336e17,unmatched_outside_study_area,,,-73.869346,45.46695
service_centers,CTR_e27d9e0f,unmatched_outside_study_area,,,-73.593628,45.53355
service_centers,CTR_ee730be2,unmatched_outside_study_area,,,-73.60448,45.516347
service_centers,CTR_c06cde4c,unmatched_outside_study_area,,,-73.729752,45.517706
service_centers,CTR_d6da032c,unmatched_outside_study_area,,,-73.729514,45.517585
service_centers,CTR_618c6d2d,unmatched_outside_study_area,,,-73.551658,45.525109
service_centers,CTR_7798ed17,unmatched_outside_study_area,,,-73.543559,45.602701
service_centers,CTR_e13e78ef,unmatched_outside_study_area,,,-73.594653,45.434699
service_centers,CTR_0f643f7a,unmatched_outside_study_area,,,-73.891567,45.466317
service_centers,CTR_d71581d1,unmatched_outside_study_area,,,-73.885327,45.488593
service_centers,CTR_7fb7082f,unmatched_outside_study_area,,,-73.681549,45.507921
service_centers,CTR_45c72e60,unmatched_outside_study_area,,,-73.587384,45.559955
service_centers,CTR_1d9f0371,unmatched_outside_study_area,,,-73.602037,45.427939
service_centers,CTR_93b30acd,unmatched_outside_study_area,,,-73.6588,45.429202
service_centers,CTR_789c8208,unmatched_outside_study_area,,,-73.864647,45.518748
service_centers,CTR_81f6b0c8,unmatched_outside_study_area,,,-73.606109,45.520618
service_centers,CTR_ed86923e,unmatched_outside_study_area,,,-73.569781,45.605159
service_centers,CTR_d567da72,unmatched_outside_study_area,,,-73.572097,45.586584
service_centers,CTR_09604215,unmatched_outside_study_area,,,-73.593859,45.425759
service_centers,CTR_49ff2740,unmatched_outside_study_area,,,-73.894704,45.459798
service_centers,CTR_3d9338ef,unmatched_outside_study_area,,,-73.853667,45.48102
service_centers,CTR_479fdf7b,unmatched_outside_study_area,,,-73.56509,45.543224
service_centers,CTR_4a7e84b1,unmatched_outside_study_area,,,-73.871577,45.500857
service_centers,CTR_ec73f0f8,unmatched_outside_study_area,,,-73.592734,45.572091
service_centers,CTR_af444788,unmatched_outside_study_area,,,-73.583971,45.564558
service_centers,CTR_aff3500a,unmatched_outside_study_area,,,-73.891672,45.466202
service_centers,CTR_78c55b53,unmatched_outside_study_area,,,-73.881641,45.4863
service_centers,CTR_52ac2112,unmatched_outside_study_area,,,-73.725003,45.50839
service_centers,CTR_871284a4,unmatched_outside_study_area,,,-73.719845,45.522949
service_centers,CTR_b7e00f3b,unmatched_outside_study_area,,,-73.699424,45.508317
service_centers,CTR_8b3e84da,unmatched_outside_study_area,,,-73.88171,45.479436
service_centers,CTR_cfaed599,unmatched_outside_study_area,,,-73.830853,45.511466
service_centers,CTR_c7a23739,unmatched_outside_study_area,,,-73.726746,45.515781
service_centers,CTR_2d0fc417,unmatched_outside_study_area,,,-73.866283,45.480993
service_centers,CTR_064fbff2,unmatched_outside_study_area,,,-73.773385,45.502084
service_centers,CTR_a07f365d,unmatched_outside_study_area,,,-73.676908,45.516879
service_centers,CTR_68cf0123,unmatched_outside_study_area,,,-73.871754,45.499639
service_centers,CTR_66444408,unmatched_outside_study_area,,,-73.591779,45.434099
service_centers,CTR_872e31bb,unmatched_outside_study_area,,,-73.699991,45.508857
service_centers,CTR_5af6baf2,unmatched_outside_study_area,,,-73.848033,45.511849
service_centers,CTR_5d38334f,unmatched_outside_study_area,,,-73.729365,45.517199
service_centers,CTR_21e12498,unmatched_outside_study_area,,,-73.590343,45.554114
service_centers,CTR_a7dccef2,unmatched_outside_study_area,,,-73.590739,45.592721
service_centers,CTR_a9a8e200,unmatched_outside_study_area,,,-73.676695,45.517048
service_centers,CTR_2229f6c5,unmatched_outside_study_area,,,-73.592744,45.549259
service_centers,CTR_d410ed22,unmatched_outside_study_area,,,-73.905268,45.494854
service_centers,CTR_f28b58f8,unmatched_outside_study_area,,,-73.599092,45.596898
service_centers,CTR_557960d0,unmatched_outside_study_area,,,-73.612748,45.420245
service_centers,CTR_a2dd9e44,unmatched_outside_study_area,,,-73.654672,45.426084
service_centers,CTR_7726614b,unmatched_outside_study_area,,,-73.672456,45.509324
service_centers,CTR_5b59e179,unmatched_outside_study_area,,,-73.827183,45.507486
service_centers,CTR_511c52bd,unmatched_outside_study_area,,,-73.904256,45.458598
service_centers,CTR_258e3be6,unmatched_outside_study_area,,,-73.884535,45.469685
service_centers,CTR_39ad469b,unmatched_outside_study_area,,,-73.844528,45.492808
service_centers,CTR_5fe56210,unmatched_outside_study_area,,,-73.685172,45.519311
service_centers,CTR_d07f421b,unmatched_outside_study_area,,,-73.561908,45.524747
service_centers,CTR_6b53b637,unmatched_outside_study_area,,,-73.574731,45.544351
service_centers,CTR_b8251506,unmatched_outside_study_area,,,-73.676842,45.528789
service_centers,CTR_fa240b80,unmatched_outside_study_area,,,-73.898293,45.517188
service_centers,CTR_3147feb7,unmatched_outside_study_area,,,-73.68027,45.500987
service_centers,CTR_4c278499,unmatched_outside_study_area,,,-73.604031,45.578249
service_centers,CTR_58b75a39,unmatched_outside_study_area,,,-73.639321,45.432366
service_centers,CTR_680286eb,unmatched_outside_study_area,,,-73.79302,45.503207
service_centers,CTR_19bf2c33,unmatched_outside_study_area,,,-73.587912,45.577444
service_centers,CTR_1e9a6379,unmatched_outside_study_area,,,-73.600851,45.513168
service_centers,CTR_c553f84e,unmatched_outside_study_area,,,-73.624064,45.427956
service_centers,CTR_cc735e0c,unmatched_outside_study_area,,,-73.712287,45.514098
service_centers,CTR_3924d346,unmatched_outside_study_area,,,-73.55912,45.54557
service_centers,CTR_1631a039,unmatched_outside_study_area,,,-73.653586,45.433131
service_centers,CTR_29398c39,unmatched_outside_study_area,,,-73.890319,45.449532
service_centers,CTR_4b7568cb,unmatched_outside_study_area,,,-73.583685,45.603486
service_centers,CTR_a245d720,unmatched_outside_study_area,,,-73.85628,45.474993
service_centers,CTR_8e40f6f9,unmatched_outside_study_area,,,-73.920823,45.461964
service_centers,CTR_6f21c022,unmatched_outside_study_area,,,-73.58764,45.577737
service_centers,CTR_587902ac,unmatched_outside_study_area,,,-73.881717,45.458665
service_centers,CTR_70b34584,unmatched_outside_study_area,,,-73.848225,45.507493
service_centers,CTR_71e6754e,unmatched_outside_study_area,,,-73.783181,45.50481
service_centers,CTR_5aea8612,unmatched_outside_study_area,,,-73.861803,45.474832
service_centers,CTR_4745ba39,unmatched_outside_study_area,,,-73.844815,45.491612
service_centers,CTR_a63d4b15,unmatched_outside_study_area,,,-73.732597,45.509933
service_centers,CTR_81beb163,unmatched_outside_study_area,,,-73.584497,45.495773
service_centers,CTR_36629584,unmatched_outside_study_area,,,-73.592859,45.549316
service_centers,CTR_42dc2ce0,unmatched_outside_study_area,,,-73.685975,45.500822
service_centers,CTR_4a8fc89d,unmatched_outside_study_area,,,-73.69004,45.50326
service_centers,CTR_9c3685a9,unmatched_outside_study_area,,,-73.569679,45.548352
service_centers,CTR_7d74650a,unmatched_outside_study_area,,,-73.715556,45.506785
service_centers,CTR_b1c8c3c9,unmatched_outside_study_area,,,-73.85743,45.514544
service_centers,CTR_479aff72,unmatched_outside_study_area,,,-73.688038,45.527974
service_centers,CTR_f9a0e2ac,unmatched_outside_study_area,,,-73.592469,45.549131
service_centers,CTR_5a4a6df3,unmatched_outside_study_area,,,-73.706203,45.511746
service_centers,CTR_0932f78b,unmatched_outside_study_area,,,-73.626994,45.422328
service_centers,CTR_1b38d9f2,unmatched_outside_study_area,,,-73.691211,45.518834
service_centers,CTR_9c6f3474,unmatched_outside_study_area,,,-73.6264,45.429087
